,PUBID,REGION,CENDIV,SQFT,PBA,YRCON,FREESTN,NELVTR,NESLTR,GLSSPC,OPEN24,WKHRS,NWKER,OPNWE,ONEACT,RFGEQP,ELHT1,ELCOOL,ELWATR,ELCOOK,ELMANU,ELCNS,YEAR,PBA_Detail
1469,1470,3,5,1100,14,995,1.0,0.0,0.0,2.0,2.0,95.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,67631.0,2012,Education
1470,1471,1,2,1200,26,1968,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17450.0,2012,Service
1471,1472,1,1,2100,26,1989,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3658.0,2012,Service
1472,1473,3,6,1200,26,1963,1.0,0.0,0.0,1.0,1.0,168.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,27195.0,2012,Service
1473,1474,3,5,1400000,16,1956,1.0,27.0,0.0,3.0,1.0,168.0,4500.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,56727975.0,2012,Inpatient health care
1474,1475,1,1,2500,14,2011,1.0,0.0,0.0,4.0,2.0,40.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,70754.0,2012,Education
1475,1476,3,6,355000,16,1984,1.0,11.0,0.0,3.0,1.0,168.0,750.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11587033.0,2012,Inpatient health care
1476,1477,2,3,59000,2,1979,1.0,1.0,0.0,1.0,2.0,75.0,150.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,509959.0,2012,Office
1477,1478,3,6,39000,1,2008,1.0,2.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1478,1479,3,7,7000,12,1949,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16164.0,2012,Religious worship
1479,1480,3,5,1400000,13,995,1.0,6.0,2.0,4.0,1.0,168.0,1100.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,26603896.0,2012,Public assembly
1480,1481,3,5,36000,5,1991,1.0,0.0,0.0,2.0,2.0,40.0,20.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,268320.0,2012,Nonrefrigerated warehouse
1481,1482,2,4,2400,6,1992,1.0,0.0,0.0,3.0,2.0,129.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,196042.0,2012,Food sales
1482,1483,3,6,225000,16,1966,1.0,5.0,0.0,3.0,1.0,168.0,498.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8193113.0,2012,Inpatient health care
1483,1484,1,2,450000,13,2001,1.0,27.0,0.0,4.0,2.0,94.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6196928.0,2012,Public assembly
1484,1485,3,6,43500,23,1989,1.0,0.0,0.0,4.0,2.0,70.0,44.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,910888.0,2012,Strip shopping mall
1485,1486,3,7,20000,13,1978,1.0,0.0,0.0,3.0,2.0,50.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,361360.0,2012,Public assembly
1486,1487,2,4,4250,2,1969,1.0,0.0,0.0,3.0,2.0,45.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2201.0,2012,Office
1487,1488,4,8,94000,7,1996,1.0,7.0,0.0,5.0,2.0,50.0,94.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,175956.0,2012,Public order and safety
1488,1489,4,9,1650,15,2003,1.0,0.0,0.0,1.0,2.0,66.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,167467.0,2012,Food service
1489,1490,3,5,128000,14,2012,1.0,1.0,0.0,3.0,2.0,45.0,63.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,641518.0,2012,Education
1490,1491,2,3,12500,12,995,1.0,0.0,0.0,4.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,31007.0,2012,Religious worship
1491,1492,3,5,38000,26,1976,1.0,1.0,0.0,3.0,1.0,168.0,30.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,666464.0,2012,Service
1492,1493,3,5,29000,18,2002,1.0,1.0,0.0,2.0,1.0,168.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,455098.0,2012,Lodging
1493,1494,4,9,80000,5,1992,1.0,1.0,0.0,2.0,2.0,40.0,38.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,406044.0,2012,Nonrefrigerated warehouse
1494,1495,3,7,2500,25,995,1.0,0.0,0.0,2.0,2.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,7205.0,2012,Retail other than mall
1495,1496,1,1,88000,2,1978,1.0,0.0,0.0,1.0,2.0,60.0,246.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,645678.0,2012,Office
1496,1497,1,2,152000,14,1956,1.0,2.0,0.0,3.0,2.0,75.0,120.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,513938.0,2012,Education
1497,1498,2,4,2500,13,995,1.0,0.0,0.0,4.0,2.0,88.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,82382.0,2012,Public assembly
1498,1499,2,3,28000,12,1959,1.0,0.0,0.0,3.0,2.0,25.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,94280.0,2012,Religious worship
1499,1500,3,5,50000,2,2003,1.0,1.0,0.0,4.0,2.0,50.0,120.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,655504.0,2012,Office
1500,1501,4,9,81000,18,1991,1.0,2.0,0.0,3.0,1.0,168.0,32.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,786594.0,2012,Lodging
1501,1502,1,2,130000,17,1976,1.0,3.0,0.0,3.0,1.0,168.0,80.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1188572.0,2012,Nursing
1502,1503,4,9,1800,15,1975,1.0,0.0,0.0,3.0,2.0,84.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,52862.0,2012,Food service
1503,1504,2,4,18000,18,1972,1.0,0.0,0.0,3.0,1.0,168.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,810453.0,2012,Lodging
1504,1505,3,5,5000,6,1998,1.0,0.0,0.0,2.0,2.0,119.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,153656.0,2012,Food sales
1505,1506,3,5,290000,18,1984,1.0,5.0,0.0,5.0,1.0,168.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7559662.0,2012,Lodging
1506,1507,3,6,75000,23,1965,1.0,0.0,0.0,3.0,2.0,70.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,325511.0,2012,Strip shopping mall
1507,1508,3,5,5000,2,1990,1.0,0.0,0.0,3.0,2.0,60.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,80330.0,2012,Office
1508,1509,3,6,62000,14,2004,1.0,0.0,0.0,2.0,2.0,45.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,618553.0,2012,Education
1509,1510,1,2,174000,5,1993,1.0,2.0,0.0,1.0,1.0,168.0,120.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,924047.0,2012,Nonrefrigerated warehouse
1510,1511,2,3,44000,5,1989,1.0,0.0,0.0,3.0,2.0,60.0,50.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,325429.0,2012,Nonrefrigerated warehouse
1511,1512,3,5,55000,18,1975,1.0,1.0,0.0,3.0,1.0,168.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,590028.0,2012,Lodging
1512,1513,3,5,54000,5,1987,1.0,0.0,0.0,2.0,2.0,40.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,74480.0,2012,Nonrefrigerated warehouse
1513,1514,2,3,1400000,16,1996,1.0,36.0,0.0,4.0,1.0,168.0,1400.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,39648660.0,2012,Inpatient health care
1514,1515,2,4,37500,14,1963,1.0,1.0,0.0,3.0,2.0,75.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1782482.0,2012,Education
1515,1516,3,7,3950,2,1991,1.0,0.0,0.0,1.0,2.0,40.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,28703.0,2012,Office
1516,1517,3,7,3500,2,2008,1.0,0.0,0.0,3.0,2.0,50.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,60457.0,2012,Office
1517,1518,3,6,500000,18,1984,1.0,13.0,0.0,5.0,1.0,168.0,110.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,10282696.0,2012,Lodging
1518,1519,1,2,1000000,2,2003,1.0,16.0,0.0,4.0,1.0,168.0,3750.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,29873268.0,2012,Office
1519,1520,2,4,40000,14,1967,1.0,0.0,0.0,2.0,2.0,14.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,839875.0,2012,Education
1520,1521,3,5,1350,15,1987,1.0,0.0,0.0,2.0,2.0,112.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,141022.0,2012,Food service
1521,1522,3,7,405000,16,1993,1.0,10.0,0.0,4.0,1.0,168.0,800.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,13815448.0,2012,Inpatient health care
1522,1523,3,5,6800,14,1997,1.0,0.0,0.0,4.0,2.0,37.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,59007.0,2012,Education
1523,1524,2,3,68000,14,2009,1.0,1.0,0.0,3.0,2.0,40.0,35.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,666283.0,2012,Education
1524,1525,3,5,120000,13,1995,1.0,2.0,0.0,1.0,2.0,60.0,180.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6929514.0,2012,Public assembly
1525,1526,4,9,34000,25,1997,,0.0,0.0,,2.0,80.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,406314.0,2012,Retail other than mall
1526,1527,2,4,900000,13,1990,1.0,9.0,18.0,3.0,2.0,25.0,600.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,10135819.0,2012,Public assembly
1527,1528,3,7,37500,23,2006,1.0,1.0,0.0,3.0,2.0,70.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,961651.0,2012,Strip shopping mall
1528,1529,3,5,5000,1,1964,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1529,1530,2,3,800000,16,2011,1.0,19.0,0.0,3.0,1.0,168.0,2100.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,21153530.0,2012,Inpatient health care
1530,1531,4,8,62000,14,1972,1.0,0.0,0.0,2.0,2.0,50.0,66.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,468200.0,2012,Education
1531,1532,2,3,128000,8,1960,1.0,6.0,6.0,2.0,2.0,96.0,300.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,673997.0,2012,Outpatient health care
1532,1533,4,8,42000,14,995,1.0,0.0,0.0,3.0,2.0,50.0,50.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,84651.0,2012,Education
1533,1534,3,5,40000,2,1986,1.0,2.0,0.0,2.0,2.0,45.0,200.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,941326.0,2012,Office
1534,1535,3,5,51000,14,1965,1.0,0.0,0.0,3.0,2.0,50.0,40.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,387486.0,2012,Education
1535,1536,1,2,400000,5,995,1.0,0.0,0.0,2.0,2.0,50.0,125.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2102267.0,2012,Nonrefrigerated warehouse
1536,1537,4,8,61000,14,1948,1.0,0.0,0.0,4.0,2.0,55.0,40.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,385733.0,2012,Education
1537,1538,1,2,11000,6,995,,0.0,0.0,,2.0,112.0,43.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,383262.0,2012,Food sales
1538,1539,2,3,12250,12,995,1.0,0.0,0.0,2.0,2.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,43864.0,2012,Religious worship
1539,1540,3,7,4600,6,1985,1.0,0.0,0.0,2.0,2.0,101.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,129894.0,2012,Food sales
1540,1541,4,9,20000,14,2001,1.0,0.0,0.0,3.0,2.0,50.0,15.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,242832.0,2012,Education
1541,1542,2,3,1000000,16,1972,1.0,22.0,0.0,3.0,1.0,168.0,1800.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,16298855.0,2012,Inpatient health care
1542,1543,2,3,3600,12,1989,1.0,0.0,0.0,2.0,2.0,28.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,8768.0,2012,Religious worship
1543,1544,2,3,61000,2,1966,1.0,1.0,0.0,3.0,2.0,50.0,175.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,767168.0,2012,Office
1544,1545,2,3,225000,2,2006,1.0,4.0,0.0,4.0,2.0,90.0,1000.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4643366.0,2012,Office
1545,1546,2,4,126000,23,1988,1.0,0.0,0.0,3.0,2.0,80.0,104.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1997979.0,2012,Strip shopping mall
1546,1547,3,5,3100,26,1963,,0.0,0.0,,2.0,55.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,14153.0,2012,Service
1547,1548,2,3,415000,7,995,1.0,12.0,0.0,2.0,2.0,50.0,220.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5130919.0,2012,Public order and safety
1548,1549,1,2,60000,13,1993,1.0,1.0,0.0,2.0,2.0,68.0,55.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1085915.0,2012,Public assembly
1549,1550,3,5,15250,91,2000,1.0,0.0,0.0,1.0,2.0,50.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,569557.0,2012,Other
1550,1551,3,7,88000,2,1973,1.0,2.0,0.0,4.0,2.0,65.0,150.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1820009.0,2012,Office
1551,1552,2,4,4000,15,995,1.0,0.0,0.0,4.0,1.0,168.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,298127.0,2012,Food service
1552,1553,3,7,6300,5,1996,1.0,0.0,0.0,1.0,2.0,119.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,69418.0,2012,Nonrefrigerated warehouse
1553,1554,1,2,7500,2,1993,1.0,0.0,0.0,2.0,2.0,59.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,42293.0,2012,Office
1554,1555,2,3,230000,17,1969,1.0,6.0,0.0,3.0,1.0,168.0,80.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2193537.0,2012,Nursing
1555,1556,3,5,450000,16,1955,1.0,16.0,0.0,5.0,1.0,168.0,1500.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,22833765.0,2012,Inpatient health care
1556,1557,4,8,92000,13,2004,1.0,3.0,0.0,2.0,2.0,118.0,200.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6212999.0,2012,Public assembly
1557,1558,3,5,50000,1,1958,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1558,1559,2,3,170000,18,1975,,3.0,0.0,,1.0,168.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2441901.0,2012,Lodging
1559,1560,1,1,84000,5,1997,1.0,0.0,0.0,1.0,2.0,100.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,263752.0,2012,Nonrefrigerated warehouse
1560,1561,4,9,3000,1,1950,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,299.0,2012,Vacant
1561,1562,2,4,4300,13,995,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,15993.0,2012,Public assembly
1562,1563,3,7,250000,2,1986,1.0,9.0,0.0,4.0,2.0,62.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5517809.0,2012,Office
1563,1564,4,9,2950,14,1955,1.0,0.0,0.0,2.0,2.0,40.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,18040.0,2012,Education
1564,1565,3,6,1500,15,1969,1.0,0.0,0.0,2.0,2.0,70.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,33593.0,2012,Food service
1565,1566,1,2,300000,16,1978,1.0,14.0,0.0,3.0,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2941399.0,2012,Inpatient health care
1566,1567,3,5,445000,7,1986,1.0,9.0,0.0,4.0,2.0,66.0,300.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3471461.0,2012,Public order and safety
1567,1568,1,2,104000,18,1983,1.0,2.0,0.0,3.0,1.0,168.0,40.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2070270.0,2012,Lodging
1568,1569,3,7,7500,2,1989,1.0,1.0,0.0,2.0,2.0,40.0,19.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,111445.0,2012,Office
1569,1570,2,4,5000,2,1970,1.0,0.0,0.0,1.0,2.0,40.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,21929.0,2012,Office
1570,1571,2,4,8200,15,1976,1.0,0.0,0.0,2.0,2.0,70.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,190624.0,2012,Food service
1571,1572,3,5,24000,1,2002,1.0,0.0,0.0,2.0,2.0,50.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,30667.0,2012,Vacant
1572,1573,4,9,16250,1,2012,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1573,1574,1,2,205000,2,995,1.0,4.0,0.0,3.0,2.0,85.0,425.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2372560.0,2012,Office
1574,1575,1,2,5000,26,1958,,0.0,0.0,,2.0,48.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2560.0,2012,Service
1575,1576,1,2,4600,2,995,1.0,0.0,0.0,2.0,2.0,44.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,15057.0,2012,Office
1576,1577,4,8,17000,12,1999,1.0,0.0,0.0,2.0,2.0,20.0,19.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,86782.0,2012,Religious worship
1577,1578,4,9,4800,14,2005,1.0,0.0,0.0,2.0,2.0,35.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,34056.0,2012,Education
1578,1579,2,4,9800,12,2011,1.0,0.0,0.0,2.0,2.0,51.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,129798.0,2012,Religious worship
1579,1580,2,3,12000,26,1994,1.0,0.0,0.0,1.0,2.0,40.0,13.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,49936.0,2012,Service
1580,1581,4,9,500000,8,2000,1.0,11.0,0.0,4.0,2.0,60.0,2000.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,10964392.0,2012,Outpatient health care
1581,1582,4,8,4000,6,2002,1.0,0.0,0.0,3.0,2.0,34.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,227354.0,2012,Food sales
1582,1583,2,3,104000,14,2001,1.0,1.0,0.0,2.0,2.0,45.0,80.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1031738.0,2012,Education
1583,1584,2,3,4100,8,1975,,0.0,0.0,,2.0,39.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,67038.0,2012,Outpatient health care
1584,1585,2,3,8500,13,995,1.0,0.0,0.0,2.0,2.0,57.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,75778.0,2012,Public assembly
1585,1586,3,5,63000,25,1974,1.0,0.0,0.0,1.0,2.0,98.0,40.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1099628.0,2012,Retail other than mall
1586,1587,4,9,28000,6,1963,1.0,0.0,0.0,2.0,2.0,90.0,35.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1355241.0,2012,Food sales
1587,1588,1,2,2700,1,995,,0.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1588,1589,4,8,1600,8,1980,1.0,0.0,0.0,1.0,2.0,50.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,40465.0,2012,Outpatient health care
1589,1590,4,9,138000,4,1983,1.0,3.0,0.0,3.0,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6051244.0,2012,Laboratory
1590,1591,3,5,97000,23,1987,1.0,0.0,0.0,2.0,2.0,80.0,145.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3401895.0,2012,Strip shopping mall
1591,1592,3,5,41000,2,2000,1.0,0.0,0.0,3.0,2.0,60.0,42.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,451622.0,2012,Office
1592,1593,2,4,3050,15,2007,1.0,0.0,0.0,1.0,2.0,84.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,80278.0,2012,Food service
1593,1594,2,3,16750,23,1994,1.0,0.0,0.0,2.0,2.0,60.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,342029.0,2012,Strip shopping mall
1594,1595,3,7,42000,18,2010,1.0,1.0,0.0,3.0,1.0,168.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,447385.0,2012,Lodging
1595,1596,3,5,70000,8,1997,1.0,2.0,0.0,3.0,2.0,72.0,181.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,769897.0,2012,Outpatient health care
1596,1597,2,3,3400,91,2012,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,57440.0,2012,Other
1597,1598,3,5,10000,23,1993,1.0,0.0,0.0,4.0,2.0,75.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,217920.0,2012,Strip shopping mall
1598,1599,4,9,37000,25,2007,1.0,0.0,0.0,6.0,2.0,85.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,660161.0,2012,Retail other than mall
1599,1600,2,4,6600,12,1962,1.0,0.0,0.0,2.0,2.0,52.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,17284.0,2012,Religious worship
1600,1601,4,9,21000,13,1950,1.0,1.0,0.0,1.0,2.0,100.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,652375.0,2012,Public assembly
1601,1602,1,2,41500,26,1986,1.0,0.0,0.0,1.0,1.0,168.0,70.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,462675.0,2012,Service
1602,1603,2,3,380000,2,995,,10.0,0.0,,2.0,90.0,457.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6196365.0,2012,Office
1603,1604,3,5,2800,25,995,,1.0,0.0,,2.0,51.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,47573.0,2012,Retail other than mall
1604,1605,3,7,56000,14,995,1.0,1.0,0.0,3.0,2.0,60.0,20.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,648275.0,2012,Education
1605,1606,3,7,52000,2,1977,1.0,2.0,0.0,5.0,2.0,90.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1682515.0,2012,Office
1606,1607,1,2,17000,1,995,,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
1607,1608,1,2,3500,23,1978,1.0,0.0,0.0,3.0,2.0,57.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,66164.0,2012,Strip shopping mall
1608,1609,4,8,600000,16,2004,1.0,8.0,0.0,4.0,1.0,168.0,850.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3027801.0,2012,Inpatient health care
1609,1610,4,9,9600,12,1982,1.0,0.0,0.0,2.0,2.0,60.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,35314.0,2012,Religious worship
1610,1611,3,5,600000,16,1979,1.0,4.0,0.0,3.0,1.0,168.0,600.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,24916175.0,2012,Inpatient health care
1611,1612,2,3,1400000,13,2001,1.0,9.0,10.0,3.0,2.0,122.0,1000.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,13334918.0,2012,Public assembly
1612,1613,4,9,700000,24,1986,1.0,10.0,10.0,1.0,2.0,74.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15031042.0,2012,Enclosed mall
1613,1614,3,6,2400,5,1988,1.0,0.0,0.0,2.0,2.0,40.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,24426.0,2012,Nonrefrigerated warehouse
1614,1615,3,7,300000,5,1985,1.0,1.0,0.0,2.0,1.0,168.0,275.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7345950.0,2012,Nonrefrigerated warehouse
1615,1616,2,4,7700,7,1966,1.0,0.0,0.0,1.0,1.0,168.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,67448.0,2012,Public order and safety
1616,1617,3,5,85000,2,1995,1.0,0.0,0.0,2.0,1.0,168.0,150.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,189078.0,2012,Office
1617,1618,4,9,2550,25,995,1.0,0.0,0.0,1.0,2.0,30.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1898.0,2012,Retail other than mall
1618,1619,4,9,25000,2,1978,1.0,1.0,0.0,4.0,2.0,50.0,25.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,386593.0,2012,Office
1619,1620,3,6,5200,26,1998,1.0,0.0,0.0,1.0,2.0,60.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6664.0,2012,Service
1620,1621,3,5,172000,2,2000,1.0,3.0,0.0,4.0,2.0,68.0,282.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2099592.0,2012,Office
